"Taxon"	"ID"	"Region"	"Latitude"	"Longitude"	"Elevation"	"Day"	"Month"	"Year"	"Collector"	"Subfamily"	"Tribe"	"Hydromyini.Division.Rattini.Group"
"Pseudohydromys ellermani"	"MW2200.017"	"Mt. Wilhelm"	-5.759	145.186	2200	17	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Hydromys division"
"Pseudohydromys fuscus"	"MW2200.063"	"Mt. Wilhelm"	-5.759	145.186	2200	20	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Hydromys division"
"Pseudohydromys fuscus"	"MW2200.143"	"Mt. Wilhelm"	-5.759	145.186	2200	25	9	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Hydromys division"
"Pseudohydromys fuscus"	"MW2700.040"	"Mt. Wilhelm"	-5.815	145.159	2700	24	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Hydromys division"
"Pseudohydromys fuscus"	"MW2700.139"	"Mt. Wilhelm"	-5.815	145.159	2700	2	8	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Hydromys division"
"Pseudohydromys fuscus"	"MW3200.194"	"Mt. Wilhelm"	-5.8	145.069	3200	8	10	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Hydromys division"
"Pseudohydromys fuscus"	"MW3700.050"	"Mt. Wilhelm"	-5.789	145.061	3700	13	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Hydromys division"
"Pseudohydromys fuscus"	"MW3700.052"	"Mt. Wilhelm"	-5.789	145.061	3700	14	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Hydromys division"
"Pseudohydromys fuscus"	"MW3700.070"	"Mt. Wilhelm"	-5.789	145.061	3700	16	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Hydromys division"
"Pseudohydromys fuscus"	"MW3700.083"	"Mt. Wilhelm"	-5.789	145.061	3700	17	7	2019	"F. Vejmělka"	"Murinae"	"Hydromyini"	"Hydromys division"
"Rattus niobe"	"FR2200.006"	"Saruwaged Range"	-6.027	146.834	2200	9	4	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR2200.008"	"Saruwaged Range"	-6.027	146.834	2200	9	4	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR2200.010"	"Saruwaged Range"	-6.027	146.834	2200	10	4	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR2200.032"	"Saruwaged Range"	-6.027	146.834	2200	14	4	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR2200.047"	"Saruwaged Range"	-6.027	146.834	2200	18	4	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR2200.048"	"Saruwaged Range"	-6.027	146.834	2200	18	4	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR2700.005"	"Saruwaged Range"	-6.111	146.896	2700	29	4	2023	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR2700.019"	"Saruwaged Range"	-6.111	146.896	2700	29	4	2023	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR2700.033"	"Saruwaged Range"	-6.111	146.896	2700	1	5	2023	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR2700.034"	"Saruwaged Range"	-6.111	146.896	2700	2	5	2023	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR2700.035"	"Saruwaged Range"	-6.111	146.896	2700	2	5	2023	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR2700.036"	"Saruwaged Range"	-6.111	146.896	2700	2	5	2023	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR2700.038"	"Saruwaged Range"	-6.111	146.896	2700	3	5	2023	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR2700.041"	"Saruwaged Range"	-6.111	146.896	2700	4	5	2023	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR2700.042"	"Saruwaged Range"	-6.111	146.896	2700	5	5	2023	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR2700.045"	"Saruwaged Range"	-6.111	146.896	2700	5	5	2023	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR2700.047"	"Saruwaged Range"	-6.111	146.896	2700	5	5	2023	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR2700.051"	"Saruwaged Range"	-6.111	146.896	2700	7	5	2023	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR2700.055"	"Saruwaged Range"	-6.111	146.896	2700	8	5	2023	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3200.008"	"Saruwaged Range"	-6.184	146.896	3200	19	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3200.009"	"Saruwaged Range"	-6.184	146.896	3200	19	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3200.010"	"Saruwaged Range"	-6.184	146.896	3200	19	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3200.011"	"Saruwaged Range"	-6.184	146.896	3200	19	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3200.012"	"Saruwaged Range"	-6.184	146.896	3200	19	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3200.013"	"Saruwaged Range"	-6.184	146.896	3200	19	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3200.014"	"Saruwaged Range"	-6.184	146.896	3200	19	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3200.015"	"Saruwaged Range"	-6.184	146.896	3200	19	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3200.016"	"Saruwaged Range"	-6.184	146.896	3200	19	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3200.017"	"Saruwaged Range"	-6.184	146.896	3200	19	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3200.018"	"Saruwaged Range"	-6.184	146.896	3200	19	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3200.025"	"Saruwaged Range"	-6.184	146.896	3200	20	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3200.026"	"Saruwaged Range"	-6.184	146.896	3200	21	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3200.19"	"Saruwaged Range"	-6.184	146.896	3200	19	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3200.20"	"Saruwaged Range"	-6.184	146.896	3200	19	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3200.22"	"Saruwaged Range"	-6.184	146.896	3200	20	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3200.23"	"Saruwaged Range"	-6.184	146.896	3200	20	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3200.24"	"Saruwaged Range"	-6.184	146.896	3200	20	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3200.27"	"Saruwaged Range"	-6.184	146.896	3200	21	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3200.29"	"Saruwaged Range"	-6.184	146.896	3200	23	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3200.30"	"Saruwaged Range"	-6.184	146.896	3200	24	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3700.003"	"Saruwaged Range"	-6.188	146.907	3700	10	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3700.004"	"Saruwaged Range"	-6.188	146.907	3700	10	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3700.006"	"Saruwaged Range"	-6.188	146.907	3700	10	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3700.007"	"Saruwaged Range"	-6.188	146.907	3700	10	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3700.008"	"Saruwaged Range"	-6.188	146.907	3700	10	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3700.009"	"Saruwaged Range"	-6.188	146.907	3700	10	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3700.010"	"Saruwaged Range"	-6.188	146.907	3700	10	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3700.011"	"Saruwaged Range"	-6.188	146.907	3700	10	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3700.012"	"Saruwaged Range"	-6.188	146.907	3700	11	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3700.013"	"Saruwaged Range"	-6.188	146.907	3700	11	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3700.014"	"Saruwaged Range"	-6.188	146.907	3700	11	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3700.015"	"Saruwaged Range"	-6.188	146.907	3700	11	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3700.016"	"Saruwaged Range"	-6.188	146.907	3700	11	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3700.017"	"Saruwaged Range"	-6.188	146.907	3700	11	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3700.018"	"Saruwaged Range"	-6.188	146.907	3700	11	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"FR3700.021"	"Saruwaged Range"	-6.188	146.907	3700	19	3	2020	"D. Okena"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.003"	"Mt. Wilhelm"	-5.815	145.159	2700	22	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.004"	"Mt. Wilhelm"	-5.815	145.159	2700	22	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.007"	"Mt. Wilhelm"	-5.815	145.159	2700	22	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.008"	"Mt. Wilhelm"	-5.815	145.159	2700	22	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.009"	"Mt. Wilhelm"	-5.815	145.159	2700	22	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.010"	"Mt. Wilhelm"	-5.815	145.159	2700	22	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.011"	"Mt. Wilhelm"	-5.815	145.159	2700	22	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.013"	"Mt. Wilhelm"	-5.815	145.159	2700	22	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.014"	"Mt. Wilhelm"	-5.815	145.159	2700	22	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.015"	"Mt. Wilhelm"	-5.815	145.159	2700	22	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.016"	"Mt. Wilhelm"	-5.815	145.159	2700	22	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.017"	"Mt. Wilhelm"	-5.815	145.159	2700	22	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.018"	"Mt. Wilhelm"	-5.815	145.159	2700	23	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.019"	"Mt. Wilhelm"	-5.815	145.159	2700	23	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.020"	"Mt. Wilhelm"	-5.815	145.159	2700	23	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.021"	"Mt. Wilhelm"	-5.815	145.159	2700	23	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.023"	"Mt. Wilhelm"	-5.815	145.159	2700	23	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.024"	"Mt. Wilhelm"	-5.815	145.159	2700	23	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.025"	"Mt. Wilhelm"	-5.815	145.159	2700	23	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.026"	"Mt. Wilhelm"	-5.815	145.159	2700	23	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.027"	"Mt. Wilhelm"	-5.815	145.159	2700	23	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.030"	"Mt. Wilhelm"	-5.815	145.159	2700	23	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.031"	"Mt. Wilhelm"	-5.815	145.159	2700	23	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.035"	"Mt. Wilhelm"	-5.815	145.159	2700	24	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.036"	"Mt. Wilhelm"	-5.815	145.159	2700	24	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.037"	"Mt. Wilhelm"	-5.815	145.159	2700	24	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.038"	"Mt. Wilhelm"	-5.815	145.159	2700	24	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.039"	"Mt. Wilhelm"	-5.815	145.159	2700	24	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.041"	"Mt. Wilhelm"	-5.815	145.159	2700	24	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.043"	"Mt. Wilhelm"	-5.815	145.159	2700	24	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.045"	"Mt. Wilhelm"	-5.815	145.159	2700	25	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.046"	"Mt. Wilhelm"	-5.815	145.159	2700	25	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.047"	"Mt. Wilhelm"	-5.815	145.159	2700	25	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.048"	"Mt. Wilhelm"	-5.815	145.159	2700	25	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.049"	"Mt. Wilhelm"	-5.815	145.159	2700	25	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.050"	"Mt. Wilhelm"	-5.815	145.159	2700	25	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.055"	"Mt. Wilhelm"	-5.815	145.159	2700	25	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.056"	"Mt. Wilhelm"	-5.815	145.159	2700	25	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.057"	"Mt. Wilhelm"	-5.815	145.159	2700	25	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.066"	"Mt. Wilhelm"	-5.815	145.159	2700	26	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.067"	"Mt. Wilhelm"	-5.815	145.159	2700	26	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.071"	"Mt. Wilhelm"	-5.815	145.159	2700	26	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.074"	"Mt. Wilhelm"	-5.815	145.159	2700	26	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.076"	"Mt. Wilhelm"	-5.815	145.159	2700	27	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.078"	"Mt. Wilhelm"	-5.815	145.159	2700	27	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.079"	"Mt. Wilhelm"	-5.815	145.159	2700	27	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.080"	"Mt. Wilhelm"	-5.815	145.159	2700	27	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.081"	"Mt. Wilhelm"	-5.815	145.159	2700	27	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.082"	"Mt. Wilhelm"	-5.815	145.159	2700	27	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.084"	"Mt. Wilhelm"	-5.815	145.159	2700	28	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.087"	"Mt. Wilhelm"	-5.815	145.159	2700	28	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.090"	"Mt. Wilhelm"	-5.815	145.159	2700	28	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.091"	"Mt. Wilhelm"	-5.815	145.159	2700	28	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.092"	"Mt. Wilhelm"	-5.815	145.159	2700	28	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.093"	"Mt. Wilhelm"	-5.815	145.159	2700	28	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.094"	"Mt. Wilhelm"	-5.815	145.159	2700	28	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.095"	"Mt. Wilhelm"	-5.815	145.159	2700	28	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.096"	"Mt. Wilhelm"	-5.815	145.159	2700	28	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.097"	"Mt. Wilhelm"	-5.815	145.159	2700	28	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.098"	"Mt. Wilhelm"	-5.815	145.159	2700	28	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.109"	"Mt. Wilhelm"	-5.815	145.159	2700	29	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.110"	"Mt. Wilhelm"	-5.815	145.159	2700	29	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.115"	"Mt. Wilhelm"	-5.815	145.159	2700	30	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.125"	"Mt. Wilhelm"	-5.815	145.159	2700	31	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.126"	"Mt. Wilhelm"	-5.815	145.159	2700	31	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.127"	"Mt. Wilhelm"	-5.815	145.159	2700	31	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.128"	"Mt. Wilhelm"	-5.815	145.159	2700	31	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.129"	"Mt. Wilhelm"	-5.815	145.159	2700	31	7	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.133"	"Mt. Wilhelm"	-5.815	145.159	2700	1	8	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.134"	"Mt. Wilhelm"	-5.815	145.159	2700	1	8	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.135"	"Mt. Wilhelm"	-5.815	145.159	2700	1	8	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.136"	"Mt. Wilhelm"	-5.815	145.159	2700	1	8	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.137"	"Mt. Wilhelm"	-5.815	145.159	2700	1	8	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.142"	"Mt. Wilhelm"	-5.815	145.159	2700	2	8	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW2700.143"	"Mt. Wilhelm"	-5.815	145.159	2700	2	8	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.021"	"Mt. Wilhelm"	-5.8	145.069	3200	29	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.022"	"Mt. Wilhelm"	-5.8	145.069	3200	29	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.026"	"Mt. Wilhelm"	-5.8	145.069	3200	29	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.027"	"Mt. Wilhelm"	-5.8	145.069	3200	29	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.028"	"Mt. Wilhelm"	-5.8	145.069	3200	29	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.029"	"Mt. Wilhelm"	-5.8	145.069	3200	29	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.032"	"Mt. Wilhelm"	-5.8	145.069	3200	29	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.033"	"Mt. Wilhelm"	-5.8	145.069	3200	29	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.034"	"Mt. Wilhelm"	-5.8	145.069	3200	29	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.035"	"Mt. Wilhelm"	-5.8	145.069	3200	29	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
